ID,Age,Job,Marital,Education,Loan Default,Balance,Housing Loan,Personal Loan
C8863,29,blue-collar,married,primary,no,220,yes,no
C8864,29,blue-collar,married,primary,no,25,yes,no
C8865,29,blue-collar,married,primary,yes,-303,yes,yes
C8866,29,services,married,tertiary,no,0,yes,no
C8867,28,blue-collar,single,secondary,no,1232,yes,no
C8868,26,services,single,secondary,no,128,yes,yes
C8869,26,blue-collar,married,secondary,yes,-82,yes,no
C887,42,management,married,tertiary,no,263,yes,no
C8870,24,technician,single,secondary,no,681,yes,no
C8871,26,student,single,secondary,no,-147,no,no
C8872,47,blue-collar,married,primary,no,554,yes,no
C8873,49,management,married,secondary,no,362,yes,no
C8874,52,blue-collar,single,secondary,no,510,yes,no
C8875,44,blue-collar,married,secondary,no,406,yes,no
C8876,39,blue-collar,married,secondary,no,518,yes,no
C8877,41,services,married,secondary,no,241,yes,yes
C8878,28,management,single,tertiary,no,-227,yes,no
C8879,53,services,married,secondary,no,579,no,no
C888,40,blue-collar,married,secondary,no,306,yes,no
C8880,54,blue-collar,divorced,primary,no,138,yes,no
C8881,29,admin.,single,secondary,no,130,no,no
C8882,49,blue-collar,married,primary,no,391,yes,no
C8883,29,admin.,divorced,secondary,no,201,yes,no
C8884,27,blue-collar,married,secondary,no,373,yes,no
C8885,27,blue-collar,married,secondary,no,419,yes,no
C8886,28,unemployed,married,secondary,no,655,yes,no
C8887,44,entrepreneur,married,secondary,no,-165,yes,yes
C8888,29,services,single,secondary,no,447,yes,yes
C8889,29,admin.,divorced,secondary,yes,-489,yes,no
C889,32,management,married,tertiary,no,233,yes,no
C8890,35,admin.,divorced,secondary,no,437,yes,no
C8891,46,blue-collar,married,primary,no,296,yes,no
C8892,25,blue-collar,married,secondary,no,-507,yes,yes
C8893,37,unemployed,single,secondary,no,1354,yes,no
C8894,29,blue-collar,single,primary,no,950,yes,no
C8895,51,blue-collar,married,secondary,no,568,yes,no
C8896,35,management,divorced,tertiary,no,160,yes,no
C8897,50,unemployed,married,secondary,no,306,yes,no
C8898,28,blue-collar,single,secondary,no,1103,yes,no
C8899,37,blue-collar,married,secondary,no,6,yes,no
C89,46,management,divorced,secondary,no,16,yes,yes
C890,47,management,divorced,tertiary,no,447,no,yes
C8900,35,blue-collar,married,primary,no,162,yes,no
C8901,57,blue-collar,married,primary,no,2892,yes,no
C8902,28,management,single,tertiary,no,-380,yes,no
C8903,32,blue-collar,divorced,secondary,no,880,yes,yes
C8904,30,technician,single,secondary,no,4787,yes,no
C8905,52,management,married,secondary,no,4096,yes,no
C8906,33,services,married,secondary,no,248,yes,no
C8907,33,blue-collar,married,secondary,no,312,yes,no
C8908,47,blue-collar,married,secondary,no,273,yes,no
C8909,37,blue-collar,married,secondary,no,311,yes,no
C891,29,student,single,secondary,no,872,yes,no
C8910,42,admin.,divorced,secondary,no,-172,yes,yes
C8911,26,blue-collar,single,primary,no,3342,yes,no
C8912,40,services,married,secondary,no,113,yes,no
C8913,30,services,single,secondary,no,-97,yes,no
C8914,31,admin.,married,secondary,no,454,yes,no
C8915,26,technician,single,tertiary,no,1118,yes,no
C8916,50,admin.,divorced,secondary,no,3423,yes,yes
C8917,28,admin.,single,secondary,no,710,yes,yes
C8918,51,blue-collar,married,unknown,no,226,yes,no
C8919,49,blue-collar,married,secondary,no,203,no,no
C892,53,services,divorced,primary,no,-291,yes,yes
C8920,42,services,married,secondary,no,717,yes,no
C8921,36,blue-collar,married,secondary,no,138,yes,no
C8922,39,admin.,married,secondary,no,217,yes,no
C8923,33,blue-collar,married,primary,no,934,yes,no
C8924,40,blue-collar,married,secondary,no,2671,yes,yes
C8925,23,services,single,secondary,no,500,yes,no
C8926,50,blue-collar,married,primary,no,42,yes,no
C8927,29,student,single,secondary,no,200,yes,no
C8928,43,services,married,secondary,no,1450,yes,no
C8929,36,management,married,tertiary,no,1014,yes,no
C893,31,services,married,tertiary,no,309,yes,yes
C8930,29,blue-collar,single,secondary,no,735,yes,no
C8931,29,blue-collar,married,unknown,no,356,yes,no
C8932,54,blue-collar,married,secondary,no,2957,yes,no
C8933,42,blue-collar,married,primary,no,250,yes,no
C8934,49,blue-collar,married,primary,no,266,yes,no
C8935,39,admin.,married,secondary,no,1577,yes,no
C8936,39,blue-collar,married,primary,no,0,yes,no
C8937,33,blue-collar,married,secondary,no,36,yes,no
C8938,29,management,married,tertiary,no,68,yes,no
C8939,27,blue-collar,single,primary,no,0,yes,no
C894,59,blue-collar,married,secondary,no,202,yes,no
C8940,52,admin.,divorced,secondary,no,1049,no,yes
C8941,34,blue-collar,married,unknown,no,553,yes,no
C8942,44,services,divorced,secondary,no,0,yes,no
C8943,39,blue-collar,single,primary,no,1790,yes,no
C8944,39,blue-collar,married,primary,no,104,yes,no
C8945,26,blue-collar,married,secondary,no,127,yes,yes
C8946,27,services,single,secondary,no,1913,yes,no
C8947,24,management,single,tertiary,no,933,yes,no
C8948,27,services,single,secondary,no,201,yes,no
C8949,41,entrepreneur,married,primary,no,759,yes,no
C895,29,entrepreneur,married,primary,no,56,yes,yes
C8950,36,unemployed,single,secondary,no,244,yes,no
C8951,59,blue-collar,married,secondary,no,87,no,no
C8952,29,blue-collar,single,secondary,no,-167,yes,no
C8953,38,technician,married,secondary,no,625,yes,no
C8954,36,blue-collar,divorced,secondary,no,-159,yes,no
C8955,43,management,divorced,tertiary,no,350,yes,no
C8956,32,blue-collar,single,secondary,no,255,no,no
C8957,26,services,single,secondary,no,-74,yes,no
C8958,32,management,married,tertiary,no,944,yes,yes
C8959,30,admin.,single,secondary,no,705,yes,no
C896,59,blue-collar,married,primary,no,229,yes,yes
C8960,25,blue-collar,divorced,secondary,no,720,yes,no
C8961,29,management,married,tertiary,no,941,yes,no
C8962,29,self-employed,married,tertiary,yes,0,yes,yes
C8963,52,admin.,married,secondary,no,531,no,no
C8964,44,management,married,tertiary,no,7454,no,no
C8965,56,technician,married,secondary,no,62,no,yes
C8966,55,unknown,married,tertiary,no,0,no,no
C8967,35,self-employed,married,tertiary,no,182,no,yes
C8968,59,housemaid,married,primary,no,0,no,no
C8969,41,management,married,tertiary,no,5,no,no
C897,44,blue-collar,married,primary,no,143,yes,no
C8970,36,admin.,single,secondary,no,135,no,no
C8971,56,retired,divorced,primary,no,0,no,no
C8972,43,management,married,tertiary,no,356,no,no
C8973,56,technician,married,primary,no,314,yes,yes
C8974,48,admin.,married,secondary,no,395,no,no
C8975,53,retired,married,secondary,no,1630,no,no
C8976,39,blue-collar,single,primary,no,-491,no,yes
C8977,50,unemployed,married,primary,no,705,no,no
C8978,35,blue-collar,married,secondary,no,344,no,no
C8979,46,services,married,secondary,no,198,no,yes
C898,38,admin.,single,secondary,no,100,yes,no
C8980,39,technician,married,secondary,no,9121,no,no
C8981,40,blue-collar,married,primary,yes,11,yes,yes
C8982,49,blue-collar,married,unknown,no,1944,no,no
C8983,39,admin.,married,secondary,no,835,yes,no
C8984,56,unemployed,married,primary,no,882,no,no
C8985,43,entrepreneur,married,tertiary,yes,-250,no,no
C8986,33,blue-collar,married,secondary,no,1240,yes,no
C8987,53,housemaid,married,primary,no,1903,no,no
C8988,51,management,divorced,tertiary,no,119,no,no
C8989,47,entrepreneur,divorced,tertiary,no,0,no,no
C899,49,admin.,married,secondary,no,326,yes,no
C8990,38,admin.,divorced,secondary,no,0,no,no
C8991,60,blue-collar,married,secondary,no,0,no,yes
C8992,38,management,married,primary,no,1365,yes,no
C8993,38,blue-collar,married,secondary,no,-3,no,yes
C8994,38,management,married,secondary,no,1574,no,no
C8995,54,self-employed,married,secondary,no,153,yes,no
C8996,59,admin.,single,secondary,no,848,no,no
C8997,59,retired,married,secondary,no,56,no,no
C8998,37,technician,divorced,secondary,yes,325,yes,yes
C8999,40,management,single,tertiary,no,-222,yes,no
C90,57,retired,married,secondary,no,486,yes,no
C900,43,blue-collar,married,secondary,no,167,yes,no
C9000,41,technician,married,secondary,no,261,no,yes
C9001,51,admin.,married,secondary,no,0,no,no
C9002,46,technician,married,secondary,no,488,no,no
C9003,59,unknown,married,unknown,no,3940,no,no
C9004,49,entrepreneur,married,tertiary,no,9824,no,no
C9005,48,blue-collar,married,primary,no,257,yes,no
C9006,35,management,married,tertiary,no,-640,yes,yes
C9007,36,management,married,unknown,no,0,no,no
C9008,50,technician,married,primary,no,883,yes,no
C9009,52,unknown,married,primary,no,8251,no,no
C901,52,admin.,single,secondary,no,545,yes,no
C9010,44,blue-collar,married,secondary,no,1910,yes,no
C9011,51,unknown,divorced,unknown,no,1649,no,no
C9012,36,blue-collar,married,secondary,no,1772,no,no
C9013,58,blue-collar,married,secondary,no,590,no,yes
C9014,39,services,single,secondary,no,0,no,no
C9015,42,admin.,married,secondary,no,4209,yes,no
C9016,57,management,married,tertiary,no,561,no,no
C9017,46,technician,single,tertiary,no,2800,no,no
C9018,53,management,married,tertiary,no,1619,no,no
C9019,51,admin.,married,primary,no,2281,yes,yes
C902,40,admin.,married,secondary,no,2100,yes,yes
C9020,43,housemaid,married,primary,no,522,no,no
C9021,30,entrepreneur,married,secondary,no,2551,yes,no
C9022,25,blue-collar,single,secondary,no,150,yes,no
C9023,40,blue-collar,married,secondary,no,440,yes,no
C9024,37,blue-collar,married,primary,no,213,no,yes
C9025,53,management,married,tertiary,yes,0,no,yes
C9026,59,retired,married,secondary,no,0,no,no
C9027,55,retired,divorced,secondary,no,282,yes,no
C9028,37,blue-collar,married,secondary,no,-97,yes,no
C9029,48,services,divorced,secondary,no,0,no,no
C903,32,services,married,secondary,no,0,yes,yes
C9030,44,technician,married,secondary,no,296,yes,yes
C9031,37,blue-collar,married,secondary,no,151,yes,no
C9032,42,blue-collar,divorced,secondary,no,1037,no,no
C9033,37,services,married,secondary,no,2132,no,no
C9034,37,self-employed,single,secondary,no,125,no,no
C9035,52,housemaid,married,primary,no,1340,no,no
C9036,57,technician,married,primary,no,67,no,no
C9037,23,services,married,secondary,no,2673,yes,no
C9038,44,services,married,secondary,no,382,no,no
C9039,40,blue-collar,married,secondary,no,6536,no,no
C904,47,admin.,married,primary,no,192,yes,no
C9040,44,technician,married,secondary,no,533,no,no
C9041,59,retired,divorced,primary,no,-88,yes,no
C9042,45,management,married,secondary,no,0,no,no
C9043,38,admin.,single,unknown,no,13,no,no
C9044,48,retired,single,secondary,no,3458,no,no
C9045,47,entrepreneur,married,secondary,no,0,no,no
C9046,60,retired,married,secondary,no,8590,no,no
C9047,47,unemployed,married,primary,no,2946,no,no
C9048,52,housemaid,married,secondary,no,14363,no,no
C9049,60,housemaid,married,tertiary,no,443,no,no
C905,33,management,married,tertiary,no,442,yes,no
C9050,58,entrepreneur,married,tertiary,no,853,no,no
C9051,56,management,divorced,tertiary,no,41,no,no
C9052,32,blue-collar,single,secondary,no,313,yes,yes
C9053,26,services,married,secondary,no,682,yes,yes
C9054,58,retired,divorced,secondary,no,219,no,no
C9055,51,services,married,secondary,no,540,yes,no
C9056,57,management,married,secondary,no,4046,no,yes
C9057,36,blue-collar,married,secondary,no,0,no,no
C9058,41,admin.,single,secondary,no,2790,yes,no
C9059,51,unknown,single,unknown,no,0,no,no
C906,35,management,married,tertiary,no,267,yes,no
C9060,55,retired,divorced,tertiary,no,1218,no,yes
C9061,42,services,married,secondary,no,1007,no,no
C9062,45,blue-collar,married,unknown,no,419,no,no
C9063,37,self-employed,married,tertiary,no,144,yes,no
C9064,57,blue-collar,married,primary,no,60,no,no
C9065,47,blue-collar,married,primary,no,421,yes,yes
C9066,39,technician,single,secondary,no,681,yes,no
C9067,37,services,single,secondary,no,244,no,no
C9068,39,blue-collar,married,primary,no,3503,no,no
C9069,50,management,married,tertiary,no,15442,no,no
C907,27,services,single,secondary,no,0,yes,no
C9070,37,management,single,tertiary,no,240,no,no
C9071,37,blue-collar,single,primary,no,0,no,no
C9072,37,entrepreneur,married,unknown,no,983,no,yes
C9073,46,management,divorced,tertiary,no,743,no,no
C9074,47,technician,married,secondary,no,89,no,no
C9075,59,blue-collar,married,primary,no,3587,no,yes
C9076,42,blue-collar,married,primary,no,1401,yes,no
C9077,60,retired,married,tertiary,no,9397,no,no
C9078,39,services,married,secondary,no,-119,no,yes
C9079,37,unemployed,single,primary,no,1648,yes,no
C908,50,blue-collar,married,primary,no,377,yes,no
C9080,60,management,married,tertiary,no,13360,no,yes
C9081,37,admin.,married,secondary,no,641,yes,no
C9082,45,housemaid,married,tertiary,no,2424,no,no
C9083,37,entrepreneur,divorced,secondary,no,14,no,no
C9084,55,retired,married,primary,no,0,no,no
C9085,56,management,divorced,tertiary,no,982,no,no
C9086,31,blue-collar,married,secondary,no,1779,yes,no
C9087,55,housemaid,single,primary,no,0,no,no
C9088,46,admin.,single,secondary,no,849,yes,no
C9089,56,blue-collar,married,primary,no,206,no,no
C909,44,retired,married,secondary,no,7624,no,no
C9090,28,admin.,single,secondary,no,25,yes,no
C9091,35,blue-collar,single,primary,no,227,no,yes
C9092,44,services,married,unknown,no,67,yes,no
C9093,50,retired,married,primary,no,420,no,no
C9094,42,unknown,single,unknown,no,1316,no,no
C9095,51,technician,divorced,secondary,no,1,yes,no
C9096,42,unemployed,married,secondary,no,202,no,no
C9097,42,technician,married,secondary,no,769,no,no
C9098,59,housemaid,married,primary,no,495,no,no
C9099,48,management,married,tertiary,no,2960,no,no
C91,42,management,single,secondary,no,50,no,no
C910,43,self-employed,married,primary,no,66,yes,no
C9100,57,housemaid,divorced,primary,no,3063,no,no
C9101,56,retired,married,primary,no,842,no,yes
C9102,48,blue-collar,single,primary,no,316,no,no
C9103,59,blue-collar,married,unknown,no,139,no,no
C9104,36,blue-collar,married,secondary,no,346,yes,no
C9105,43,blue-collar,single,secondary,no,318,yes,no
C9106,44,unemployed,married,tertiary,no,1151,yes,no
C9107,47,management,married,tertiary,no,0,no,no
C9108,27,management,single,tertiary,no,703,yes,no
C9109,60,blue-collar,married,secondary,no,40,no,no
C911,51,blue-collar,married,unknown,no,37,yes,no
C9110,59,unknown,married,primary,no,1470,no,no
C9111,42,housemaid,married,primary,no,0,no,yes
C9112,35,entrepreneur,single,tertiary,no,1800,yes,no
C9113,45,services,married,secondary,no,0,no,yes
C9114,60,retired,married,secondary,no,4820,no,no
C9115,38,management,divorced,tertiary,no,4207,no,no
C9116,53,unemployed,divorced,secondary,no,1242,no,no
C9117,37,technician,single,secondary,no,0,no,no
C9118,54,entrepreneur,married,tertiary,no,11464,no,no
C9119,39,services,married,secondary,no,0,no,no
C912,32,admin.,single,secondary,no,64,yes,no
C9120,45,services,married,secondary,no,6397,yes,no
C9121,42,admin.,single,secondary,no,2758,yes,no
C9122,50,management,married,unknown,no,3304,no,no
C9123,47,blue-collar,married,primary,yes,0,no,no
C9124,38,services,divorced,secondary,no,61,no,no
C9125,42,blue-collar,married,secondary,no,865,no,yes
C9126,46,blue-collar,married,secondary,no,0,yes,no
C9127,39,blue-collar,married,secondary,no,3231,yes,yes
C9128,56,management,married,primary,no,7747,no,no
C9129,49,blue-collar,married,secondary,no,787,yes,no
C913,47,management,divorced,tertiary,no,34,yes,no
C9130,39,admin.,single,secondary,no,0,yes,no
C9131,61,housemaid,married,unknown,no,0,no,no
C9132,45,blue-collar,married,primary,no,1227,no,no
C9133,32,blue-collar,single,secondary,no,226,yes,no
C9134,53,services,divorced,primary,no,3107,no,no
C9135,53,housemaid,married,primary,no,104,no,yes
C9136,36,unemployed,single,primary,no,1201,yes,no
C9137,37,management,divorced,tertiary,no,168,yes,no
C9138,54,housemaid,divorced,secondary,no,1327,no,no
C9139,58,admin.,married,unknown,no,4318,no,no
C914,34,admin.,divorced,secondary,no,627,yes,no
C9140,46,blue-collar,married,primary,no,5164,yes,no
C9141,49,management,married,tertiary,no,414,yes,no
C9142,41,admin.,married,secondary,no,4320,yes,no
C9143,48,admin.,married,secondary,no,476,no,no
C9144,47,blue-collar,married,secondary,no,1996,no,no
C9145,56,housemaid,divorced,primary,yes,1238,no,no
C9146,41,housemaid,married,secondary,no,879,no,no
C9147,37,blue-collar,married,secondary,no,196,yes,no
C9148,29,blue-collar,married,secondary,no,185,yes,yes
C9149,29,self-employed,married,secondary,no,425,yes,no
C915,57,self-employed,married,primary,no,1013,yes,no
C9150,48,management,married,primary,no,0,yes,no
C9151,30,entrepreneur,single,tertiary,no,734,yes,no
C9152,37,technician,single,secondary,no,255,no,no
C9153,38,admin.,married,secondary,no,4458,yes,no
C9154,60,blue-collar,married,secondary,no,71,no,no
C9155,37,entrepreneur,married,secondary,no,351,yes,no
C9156,39,services,married,secondary,no,0,yes,no
C9157,55,management,single,tertiary,no,7025,no,no
C9158,40,blue-collar,married,primary,no,743,no,no
C9159,51,unemployed,married,primary,no,0,no,no
C916,43,admin.,single,secondary,no,140,yes,no
C9160,33,housemaid,divorced,secondary,no,-18,yes,no
C9161,55,blue-collar,married,secondary,no,660,no,no
C9162,26,technician,married,secondary,no,-293,yes,yes
C9163,38,self-employed,married,unknown,no,10855,no,no
C9164,38,blue-collar,married,secondary,no,0,no,no
C9165,36,blue-collar,married,primary,no,130,yes,no
C9166,43,services,single,secondary,no,848,no,no
C9167,36,unknown,single,unknown,no,1070,no,no
C9168,48,technician,married,unknown,no,460,no,no
C9169,38,services,single,tertiary,no,1222,yes,no
C917,40,services,single,tertiary,no,8823,yes,no
C9170,44,services,divorced,secondary,no,-389,yes,yes
C9171,37,blue-collar,single,primary,no,0,yes,no
C9172,58,blue-collar,married,secondary,no,0,no,no
C9173,38,services,married,secondary,no,2600,no,no
C9174,37,blue-collar,married,unknown,no,1795,yes,no
C9175,45,blue-collar,single,secondary,no,143,no,no
C9176,46,technician,married,secondary,no,792,no,no
C9177,29,services,married,primary,no,549,yes,no
C9178,39,admin.,married,secondary,no,15,no,no
C9179,41,admin.,married,secondary,no,21515,yes,no
C918,28,blue-collar,single,secondary,no,97,yes,no
C9180,44,management,married,tertiary,no,588,yes,no
C9181,48,services,single,secondary,no,220,no,no
C9182,39,unknown,single,secondary,no,914,no,no
C9183,48,admin.,married,secondary,no,1099,no,yes
C9184,36,admin.,single,unknown,no,1815,no,no
C9185,44,technician,married,secondary,no,1210,no,no
C9186,37,admin.,married,secondary,no,637,no,no
C9187,56,retired,married,primary,no,855,no,no
C9188,39,services,single,secondary,no,117,yes,no
C9189,50,technician,divorced,tertiary,no,1044,no,no
C919,38,blue-collar,married,unknown,no,5,yes,no
C9190,41,blue-collar,married,secondary,no,1459,no,no
C9191,48,entrepreneur,divorced,tertiary,no,275,no,yes
C9192,59,housemaid,married,primary,no,500,no,no
C9193,50,entrepreneur,single,primary,no,1659,no,no
C9194,36,self-employed,married,secondary,no,4579,yes,no
C9195,40,services,single,secondary,no,1038,no,no
C9196,55,admin.,single,secondary,no,533,no,no
C9197,52,management,married,primary,no,0,no,no
C9198,40,management,single,secondary,no,269,no,no
C9199,50,housemaid,married,secondary,no,34,yes,no
C92,30,technician,married,secondary,no,152,yes,yes
C920,37,unemployed,divorced,secondary,no,74,yes,no
C9200,59,management,married,primary,no,3694,yes,no
C9201,52,management,married,tertiary,no,1111,no,no
C9202,40,unemployed,married,secondary,no,1779,yes,no
C9203,55,retired,married,tertiary,no,2996,no,no
C9204,53,retired,married,secondary,no,1554,no,no
C9205,40,self-employed,married,tertiary,no,1750,no,no
C9206,35,self-employed,married,secondary,no,188,yes,yes
C9207,24,admin.,married,secondary,no,541,yes,no
C9208,53,management,married,tertiary,no,652,no,no
C9209,52,services,married,secondary,no,91,yes,no
C921,44,admin.,married,secondary,no,58544,yes,no
C9210,38,admin.,single,secondary,no,3239,no,no
C9211,44,technician,married,secondary,no,358,no,no
C9212,39,blue-collar,divorced,primary,yes,-294,yes,no
C9213,45,retired,divorced,secondary,no,229,no,no
C9214,32,blue-collar,married,secondary,no,95,yes,no
C9215,48,management,married,tertiary,no,1733,no,no
C9216,37,unknown,married,primary,no,808,no,no
C9217,59,management,married,primary,no,2269,no,yes
C9218,35,admin.,married,secondary,no,214,yes,yes
C9219,37,blue-collar,married,secondary,no,0,no,yes
C922,41,technician,married,secondary,no,169,yes,no
C9220,41,technician,married,tertiary,no,13,no,no
C9221,45,services,married,secondary,no,1550,yes,no
C9222,43,management,divorced,secondary,no,130,yes,no
C9223,42,management,married,tertiary,no,477,yes,no
C9224,59,blue-collar,married,primary,no,8562,no,no
C9225,58,retired,married,secondary,no,150,yes,no
C9226,41,self-employed,married,secondary,no,20,no,no
C9227,38,technician,single,tertiary,no,-572,yes,yes
C9228,38,admin.,married,secondary,no,884,yes,no
C9229,57,self-employed,single,secondary,no,3277,no,no
C923,37,self-employed,married,tertiary,no,444,yes,no
C9230,40,services,married,secondary,no,429,no,no
C9231,44,unemployed,married,primary,no,97,yes,no
C9232,33,management,married,tertiary,no,113,yes,no
C9233,36,blue-collar,divorced,secondary,no,-11,no,no
C9234,39,blue-collar,single,unknown,no,3583,no,no
C9235,55,unemployed,married,tertiary,no,457,yes,no
C9236,53,unknown,married,unknown,no,1347,no,no
C9237,45,blue-collar,married,secondary,no,146,yes,yes
C9238,50,technician,married,secondary,no,416,yes,no
C9239,39,blue-collar,single,primary,no,323,yes,no
C924,30,services,single,tertiary,no,542,yes,no
C9240,39,blue-collar,married,primary,no,12848,yes,no
C9241,49,technician,married,secondary,no,550,yes,no
C9242,30,technician,married,secondary,yes,-1019,yes,no
C9243,45,blue-collar,divorced,primary,no,844,no,no
C9244,38,blue-collar,single,secondary,no,68,no,no
C9245,42,blue-collar,married,secondary,no,698,no,no
C9246,36,admin.,single,secondary,no,-17,yes,no
C9247,30,services,married,secondary,no,311,yes,yes
C9248,53,entrepreneur,married,primary,no,943,yes,yes
C9249,36,management,married,tertiary,no,1357,yes,no
C925,32,blue-collar,married,secondary,no,-205,yes,no
C9250,56,management,married,primary,no,0,no,no
C9251,44,unemployed,married,primary,no,280,yes,no
C9252,58,admin.,married,secondary,no,1464,yes,yes
C9253,39,technician,single,secondary,no,1820,no,no
C9254,55,management,married,unknown,no,0,no,no
C9255,39,blue-collar,single,primary,no,1537,no,yes
C9256,49,admin.,married,secondary,no,1677,no,no
C9257,51,technician,married,primary,no,223,yes,no
C9258,39,admin.,married,secondary,no,1595,yes,no
C9259,53,technician,divorced,secondary,no,12,no,no
C926,30,management,single,tertiary,no,112,yes,no
C9260,41,management,married,tertiary,no,140,yes,no
C9261,35,admin.,single,secondary,no,2452,yes,no
C9262,37,self-employed,single,tertiary,no,281,yes,no
C9263,35,entrepreneur,married,secondary,no,2074,yes,no
C9264,38,services,married,secondary,no,5,no,no
C9265,41,management,married,tertiary,no,1304,yes,no
C9266,35,blue-collar,married,secondary,no,860,yes,no
C9267,26,blue-collar,married,secondary,no,986,yes,no
C9268,41,blue-collar,married,secondary,no,0,no,no
C9269,58,housemaid,married,primary,no,419,no,yes
C927,35,services,married,secondary,no,39,no,no
C9270,58,blue-collar,married,secondary,no,266,yes,no
C9271,42,technician,married,tertiary,no,1189,no,no
C9272,40,unemployed,married,secondary,no,3924,no,no
C9273,52,self-employed,single,tertiary,no,1623,yes,no
C9274,51,services,married,unknown,no,518,no,no
C9275,57,retired,married,primary,no,3594,no,no
C9276,46,management,married,unknown,no,2296,no,no
C9277,29,technician,single,secondary,no,3313,yes,no
C9278,40,blue-collar,married,primary,no,1613,yes,no
C9279,36,management,married,tertiary,no,-661,yes,yes
C928,55,blue-collar,married,secondary,no,1268,yes,no
C9280,55,blue-collar,married,primary,no,2171,no,no
C9281,32,management,single,tertiary,no,1742,no,no
C9282,58,admin.,married,primary,no,549,no,no
C9283,38,student,single,tertiary,no,1523,yes,no
C9284,46,admin.,single,secondary,no,1790,yes,no
C9285,44,technician,married,secondary,no,363,no,yes
C9286,26,services,single,secondary,no,512,yes,yes
C9287,37,management,married,tertiary,no,636,no,yes
C9288,57,technician,married,primary,no,0,no,no
C9289,28,admin.,single,unknown,no,731,yes,no
C929,52,blue-collar,married,secondary,no,-98,yes,no
C9290,47,blue-collar,married,unknown,no,3460,yes,no
C9291,40,entrepreneur,married,primary,no,4674,no,no
C9292,35,blue-collar,married,primary,no,3279,no,no
C9293,40,blue-collar,married,primary,no,12,yes,no
C9294,39,admin.,single,primary,no,2805,no,no
C9295,24,student,single,primary,no,0,no,no
C9296,34,blue-collar,single,secondary,no,1848,yes,no
C9297,34,management,single,tertiary,no,125,yes,yes
C9298,38,technician,married,secondary,no,635,no,no
C9299,55,management,divorced,secondary,no,394,no,no
C93,60,admin.,married,secondary,no,290,yes,no
C930,33,admin.,married,secondary,no,44,yes,yes
C9300,39,technician,single,tertiary,no,1646,yes,no
C9301,44,blue-collar,married,secondary,no,249,yes,yes
C9302,45,self-employed,married,tertiary,no,334,no,no
C9303,47,admin.,married,secondary,no,407,yes,no
C9304,46,blue-collar,married,primary,no,2093,no,no
C9305,53,blue-collar,married,primary,no,0,yes,no
C9306,51,admin.,married,secondary,no,1699,no,no
C9307,59,management,single,tertiary,no,911,no,yes
C9308,39,blue-collar,married,primary,no,3127,yes,yes
C9309,52,blue-collar,married,primary,no,-133,no,no
C931,55,retired,married,primary,no,-90,yes,yes
C9310,39,blue-collar,single,unknown,no,2841,yes,no
C9311,41,blue-collar,married,primary,no,2770,yes,yes
C9312,42,blue-collar,married,secondary,no,-355,yes,yes
C9313,42,self-employed,married,tertiary,no,21861,no,no
C9314,52,management,married,secondary,no,3258,no,no
C9315,47,unemployed,married,primary,no,122,no,yes
C9316,39,self-employed,divorced,secondary,yes,-103,no,yes
C9317,42,blue-collar,married,secondary,no,230,yes,no
C9318,38,admin.,married,primary,no,3,yes,yes
C9319,39,services,single,secondary,no,609,no,no
C932,33,blue-collar,married,secondary,no,0,no,no
C9320,35,housemaid,single,secondary,no,1015,yes,no
C9321,58,technician,married,primary,yes,-247,no,no
C9322,56,management,divorced,tertiary,no,0,no,no
C9323,46,management,married,tertiary,no,625,yes,no
C9324,60,technician,divorced,secondary,no,0,no,no
C9325,39,unknown,married,secondary,no,1701,no,no
C9326,48,entrepreneur,single,tertiary,no,2313,no,no
C9327,39,blue-collar,married,secondary,no,599,yes,no
C9328,41,blue-collar,single,secondary,no,656,no,no
C9329,36,services,married,secondary,no,1328,yes,no
C933,40,blue-collar,married,secondary,yes,-94,yes,yes
C9330,44,management,single,secondary,no,13,no,no
C9331,32,services,married,secondary,no,21,no,no
C9332,37,services,single,secondary,no,2571,no,no
C9333,51,management,married,tertiary,no,12,no,no
C9334,32,blue-collar,married,primary,no,1138,yes,yes
C9335,41,services,married,secondary,no,-140,no,yes
C9336,26,management,single,secondary,no,565,yes,no
C9337,38,blue-collar,married,secondary,no,2836,no,no
C9338,36,housemaid,married,primary,no,122,no,no
C9339,39,unknown,single,secondary,no,0,no,no
C934,39,blue-collar,married,secondary,yes,-345,yes,no
C9340,56,services,married,primary,no,444,yes,no
C9341,39,self-employed,married,tertiary,no,1047,no,no
C9342,52,housemaid,married,primary,no,1837,no,no
C9343,30,blue-collar,divorced,primary,no,1,yes,no
C9344,25,management,single,tertiary,no,490,yes,no
C9345,60,retired,married,secondary,no,-1110,yes,no
C9346,38,blue-collar,married,secondary,no,0,no,no
C9347,54,entrepreneur,married,secondary,no,2791,no,no
C9348,40,services,single,secondary,no,546,yes,no
C9349,37,blue-collar,married,primary,no,27,no,no
C935,54,blue-collar,married,secondary,no,-932,yes,no
C9350,43,entrepreneur,married,tertiary,no,5506,no,yes
C9351,39,management,divorced,unknown,no,401,no,no
C9352,33,blue-collar,married,primary,no,3704,yes,no
C9353,28,blue-collar,married,secondary,no,708,yes,no
C9354,27,services,single,secondary,no,482,yes,no
C9355,44,management,divorced,tertiary,no,0,no,no
C9356,38,management,married,tertiary,no,881,no,yes
C9357,41,technician,married,secondary,no,118,no,no
C9358,44,admin.,married,secondary,no,248,no,no
