ID,Contact,Day,Month,Duration,Campaign,Last Select,Current Select,Sample No
C7951,unknown,30,may,120,3,no,Yes,4
C7952,unknown,30,may,123,4,no,Yes,5
C7953,unknown,30,may,28,8,no,Yes,4
C7954,unknown,30,may,1193,2,yes,Yes,4
C7955,unknown,30,may,116,3,no,No,2
C7956,unknown,30,may,127,5,no,No,5
C7957,unknown,30,may,395,2,no,Yes,2
C7958,unknown,2,jun,137,7,no,Yes,4
C7959,unknown,2,jun,93,2,no,Yes,2
C796,unknown,7,may,131,3,no,No,1
C7960,unknown,2,jun,72,3,no,Yes,3
C7961,unknown,2,jun,119,9,no,Yes,4
C7962,unknown,2,jun,100,2,no,Yes,4
C7963,unknown,2,jun,80,3,no,Yes,5
C7964,unknown,2,jun,132,2,no,No,3
C7965,unknown,2,jun,147,3,no,Yes,3
C7966,unknown,2,jun,140,3,no,Yes,2
C7967,unknown,2,jun,57,9,no,No,4
C7968,unknown,2,jun,130,2,no,No,5
C7969,unknown,2,jun,251,4,no,Yes,2
C797,unknown,7,may,312,1,no,No,2
C7970,unknown,2,jun,71,2,no,No,1
C7971,unknown,2,jun,52,3,no,Yes,1
C7972,unknown,2,jun,243,3,no,Yes,4
C7973,unknown,2,jun,357,2,no,Yes,3
C7974,unknown,2,jun,243,4,no,Yes,5
C7975,unknown,2,jun,108,4,no,Yes,1
C7976,unknown,2,jun,68,4,no,Yes,4
C7977,unknown,2,jun,150,3,no,Yes,3
C7978,unknown,2,jun,25,7,no,Yes,4
C7979,unknown,2,jun,90,3,no,No,3
C798,unknown,7,may,275,6,no,Yes,3
C7980,unknown,2,jun,51,4,no,No,5
C7981,unknown,2,jun,41,5,no,Yes,1
C7982,unknown,2,jun,88,4,no,No,1
C7983,unknown,2,jun,372,2,no,No,1
C7984,unknown,2,jun,360,2,no,No,3
C7985,unknown,2,jun,63,1,no,Yes,5
C7986,unknown,2,jun,550,3,no,Yes,1
C7987,unknown,2,jun,133,1,no,Yes,5
C7988,unknown,2,jun,68,1,no,Yes,2
C7989,unknown,2,jun,175,2,no,No,5
C799,unknown,7,may,120,2,no,No,3
C7990,unknown,2,jun,202,1,no,Yes,5
C7991,unknown,2,jun,192,8,no,No,2
C7992,unknown,2,jun,484,1,no,Yes,4
C7993,unknown,2,jun,145,1,no,No,2
C7994,unknown,2,jun,230,2,no,No,3
C7995,unknown,2,jun,338,2,no,Yes,5
C7996,unknown,2,jun,65,1,no,Yes,3
C7997,unknown,2,jun,205,3,no,Yes,3
C7998,unknown,2,jun,92,2,no,No,4
C7999,unknown,2,jun,268,1,no,Yes,2
C80,unknown,5,may,208,1,no,Yes,1
C800,unknown,7,may,333,4,no,Yes,4
C8000,unknown,2,jun,185,2,no,No,2
C8001,unknown,2,jun,65,1,no,No,1
C8002,unknown,2,jun,163,1,no,No,1
C8003,unknown,2,jun,362,1,no,Yes,3
C8004,unknown,2,jun,367,3,no,Yes,3
C8005,unknown,2,jun,230,3,no,Yes,1
C8006,unknown,2,jun,26,1,no,No,5
C8007,unknown,2,jun,63,2,no,Yes,2
C8008,unknown,2,jun,493,1,no,No,2
C8009,unknown,2,jun,113,3,no,No,5
C801,unknown,7,may,113,1,no,Yes,5
C8010,unknown,2,jun,21,1,no,Yes,5
C8011,unknown,2,jun,215,1,no,No,5
C8012,unknown,2,jun,1075,2,no,Yes,3
C8013,unknown,2,jun,21,1,no,No,4
C8014,unknown,2,jun,171,1,no,No,5
C8015,unknown,2,jun,526,2,yes,Yes,3
C8016,unknown,2,jun,245,1,no,Yes,1
C8017,unknown,2,jun,107,2,no,Yes,5
C8018,unknown,2,jun,394,1,yes,Yes,3
C8019,unknown,2,jun,161,2,no,No,3
C802,unknown,7,may,91,1,no,Yes,4
C8020,unknown,2,jun,517,2,no,Yes,3
C8021,unknown,2,jun,258,1,no,Yes,5
C8022,unknown,2,jun,659,2,yes,Yes,1
C8023,unknown,2,jun,40,1,no,Yes,1
C8024,unknown,2,jun,527,1,no,No,3
C8025,unknown,2,jun,651,1,no,Yes,1
C8026,unknown,2,jun,129,1,no,Yes,5
C8027,unknown,2,jun,409,2,no,Yes,2
C8028,unknown,2,jun,144,2,no,No,3
C8029,unknown,2,jun,97,4,no,Yes,2
C803,unknown,7,may,128,3,no,No,5
C8030,unknown,2,jun,101,1,no,Yes,1
C8031,unknown,2,jun,67,2,no,Yes,2
C8032,unknown,2,jun,64,1,no,Yes,4
C8033,unknown,2,jun,143,1,no,Yes,3
C8034,unknown,2,jun,70,1,no,Yes,2
C8035,unknown,2,jun,1036,1,yes,Yes,2
C8036,unknown,2,jun,384,1,no,Yes,2
C8037,unknown,2,jun,172,2,no,No,1
C8038,unknown,2,jun,105,3,no,Yes,1
C8039,unknown,2,jun,26,1,no,Yes,4
C804,unknown,7,may,200,2,no,Yes,5
C8040,unknown,2,jun,364,13,no,Yes,5
C8041,unknown,2,jun,227,1,no,Yes,2
C8042,unknown,2,jun,151,3,no,Yes,1
C8043,unknown,2,jun,464,1,no,No,5
C8044,unknown,2,jun,319,5,no,No,5
C8045,unknown,2,jun,68,21,no,Yes,2
C8046,unknown,2,jun,464,1,no,No,5
C8047,unknown,2,jun,389,1,no,No,1
C8048,unknown,2,jun,185,1,no,Yes,1
C8049,unknown,2,jun,128,3,no,No,1
C805,unknown,7,may,326,1,no,Yes,2
C8050,unknown,2,jun,88,2,no,No,1
C8051,unknown,2,jun,123,1,no,No,2
C8052,unknown,2,jun,266,2,no,Yes,2
C8053,unknown,2,jun,466,1,no,Yes,1
C8054,unknown,2,jun,80,1,no,Yes,4
C8055,unknown,2,jun,490,1,no,Yes,1
C8056,unknown,2,jun,232,1,no,Yes,5
C8057,unknown,2,jun,61,2,no,Yes,5
C8058,unknown,2,jun,537,5,no,Yes,5
C8059,unknown,2,jun,231,1,no,No,3
C806,unknown,7,may,292,1,no,No,4
C8060,unknown,2,jun,197,1,no,Yes,5
C8061,unknown,2,jun,464,2,no,Yes,2
C8062,unknown,2,jun,281,1,no,Yes,2
C8063,unknown,2,jun,447,2,no,Yes,1
C8064,unknown,2,jun,164,1,no,Yes,4
C8065,unknown,2,jun,184,1,no,Yes,4
C8066,unknown,2,jun,127,1,no,No,2
C8067,unknown,2,jun,42,1,no,Yes,1
C8068,unknown,2,jun,132,6,no,Yes,2
C8069,unknown,2,jun,579,2,no,Yes,2
C807,unknown,7,may,68,1,no,Yes,5
C8070,unknown,2,jun,535,4,no,Yes,2
C8071,unknown,2,jun,180,1,no,Yes,1
C8072,unknown,2,jun,159,1,no,Yes,3
C8073,unknown,2,jun,66,6,no,No,4
C8074,unknown,2,jun,239,1,no,No,2
C8075,unknown,2,jun,95,1,no,Yes,1
C8076,unknown,2,jun,156,1,no,No,3
C8077,unknown,2,jun,89,1,no,Yes,4
C8078,unknown,2,jun,74,1,no,Yes,1
C8079,unknown,2,jun,174,1,no,Yes,1
C808,unknown,7,may,215,1,no,Yes,5
C8080,unknown,2,jun,156,1,no,Yes,1
C8081,unknown,2,jun,59,3,no,No,5
C8082,unknown,2,jun,193,4,no,No,4
C8083,unknown,2,jun,815,1,yes,Yes,4
C8084,unknown,2,jun,215,1,no,Yes,2
C8085,unknown,2,jun,563,1,yes,Yes,1
C8086,unknown,2,jun,273,1,no,Yes,5
C8087,unknown,2,jun,258,1,no,No,4
C8088,unknown,2,jun,329,1,no,Yes,2
C8089,unknown,2,jun,34,1,no,No,2
C809,unknown,7,may,97,1,no,No,2
C8090,unknown,2,jun,223,1,no,Yes,3
C8091,unknown,2,jun,76,1,no,Yes,2
C8092,unknown,2,jun,920,2,no,No,4
C8093,unknown,2,jun,152,2,no,Yes,1
C8094,unknown,2,jun,130,1,no,Yes,5
C8095,unknown,2,jun,21,1,no,Yes,1
C8096,unknown,2,jun,118,1,no,No,2
C8097,unknown,2,jun,369,2,no,Yes,3
C8098,unknown,2,jun,122,1,no,No,4
C8099,unknown,2,jun,445,1,no,Yes,1
C81,unknown,5,may,193,1,no,Yes,4
C810,unknown,7,may,32,1,no,No,1
C8100,unknown,2,jun,425,2,no,Yes,3
C8101,unknown,2,jun,142,4,no,Yes,2
C8102,unknown,2,jun,317,6,no,No,5
C8103,unknown,2,jun,184,1,no,No,1
C8104,unknown,2,jun,354,1,no,Yes,3
C8105,unknown,2,jun,82,3,no,No,5
C8106,unknown,2,jun,105,3,no,No,3
C8107,unknown,2,jun,83,1,no,No,1
C8108,unknown,2,jun,209,2,no,Yes,4
C8109,unknown,2,jun,53,2,no,Yes,3
C811,unknown,7,may,162,1,no,No,5
C8110,unknown,2,jun,381,2,no,Yes,4
C8111,unknown,2,jun,210,2,no,No,2
C8112,unknown,2,jun,278,1,no,No,4
C8113,unknown,2,jun,193,2,no,Yes,3
C8114,unknown,2,jun,183,3,no,No,1
C8115,unknown,2,jun,389,1,no,No,1
C8116,unknown,2,jun,69,1,no,Yes,2
C8117,unknown,2,jun,24,1,no,Yes,2
C8118,unknown,2,jun,143,2,no,Yes,4
C8119,unknown,2,jun,68,1,no,Yes,5
C812,unknown,7,may,152,3,no,Yes,4
C8120,unknown,2,jun,183,5,no,No,2
C8121,unknown,2,jun,49,1,no,Yes,2
C8122,unknown,2,jun,148,2,no,No,2
C8123,unknown,2,jun,54,4,no,No,5
C8124,unknown,2,jun,98,1,no,No,2
C8125,unknown,2,jun,45,1,no,Yes,2
C8126,unknown,2,jun,121,4,no,Yes,1
C8127,unknown,2,jun,377,1,no,Yes,4
C8128,unknown,2,jun,180,1,no,Yes,1
C8129,unknown,2,jun,283,5,no,Yes,1
C813,unknown,7,may,268,1,no,Yes,5
C8130,unknown,2,jun,312,1,no,Yes,4
C8131,unknown,2,jun,147,1,no,Yes,2
C8132,unknown,2,jun,169,1,no,Yes,3
C8133,unknown,2,jun,178,4,no,Yes,5
C8134,unknown,2,jun,154,2,no,No,1
C8135,unknown,2,jun,326,3,no,Yes,4
C8136,unknown,2,jun,362,2,no,Yes,5
C8137,unknown,2,jun,162,3,no,No,5
C8138,unknown,2,jun,72,3,no,Yes,3
C8139,unknown,2,jun,121,4,no,Yes,5
C814,unknown,7,may,104,2,no,Yes,3
C8140,unknown,2,jun,1068,1,yes,No,5
C8141,unknown,2,jun,599,2,no,No,3
C8142,unknown,2,jun,101,2,no,Yes,4
C8143,unknown,2,jun,163,2,no,Yes,5
C8144,unknown,2,jun,306,4,no,Yes,5
C8145,unknown,2,jun,313,2,no,Yes,2
C8146,unknown,2,jun,91,2,no,Yes,4
C8147,unknown,2,jun,94,4,no,No,2
C8148,unknown,2,jun,658,2,no,Yes,2
C8149,unknown,2,jun,250,2,no,Yes,2
C815,unknown,7,may,852,1,no,Yes,3
C8150,unknown,2,jun,193,5,no,Yes,2
C8151,unknown,2,jun,493,3,no,Yes,5
C8152,unknown,2,jun,562,3,no,Yes,2
C8153,unknown,2,jun,490,12,no,No,4
C8154,unknown,2,jun,140,4,no,Yes,3
C8155,unknown,2,jun,302,1,no,Yes,3
C8156,unknown,2,jun,46,2,no,Yes,5
C8157,unknown,2,jun,149,8,no,Yes,2
C8158,unknown,2,jun,88,1,no,No,4
C8159,unknown,2,jun,118,3,no,Yes,5
C816,unknown,7,may,923,3,no,Yes,3
C8160,unknown,2,jun,426,3,no,Yes,1
C8161,unknown,2,jun,230,3,yes,Yes,2
C8162,unknown,2,jun,277,2,no,No,2
C8163,unknown,2,jun,169,1,no,No,2
C8164,unknown,2,jun,123,4,no,No,1
C8165,unknown,2,jun,169,1,no,No,3
C8166,unknown,2,jun,102,2,no,Yes,2
C8167,unknown,2,jun,214,2,no,Yes,4
C8168,unknown,2,jun,572,4,no,No,2
C8169,unknown,2,jun,147,1,no,Yes,3
C817,unknown,7,may,159,2,no,No,5
C8170,unknown,2,jun,124,3,no,No,5
C8171,unknown,2,jun,105,11,no,Yes,2
C8172,unknown,2,jun,171,2,no,No,2
C8173,unknown,2,jun,50,2,no,Yes,1
C8174,unknown,2,jun,31,3,no,Yes,3
C8175,unknown,2,jun,266,2,no,Yes,4
C8176,unknown,2,jun,163,2,no,No,1
C8177,unknown,2,jun,304,2,no,No,2
C8178,unknown,2,jun,469,2,no,Yes,2
C8179,unknown,2,jun,45,3,no,No,5
C818,unknown,7,may,953,3,no,No,3
C8180,unknown,2,jun,249,2,no,Yes,3
C8181,unknown,2,jun,85,8,no,Yes,2
C8182,unknown,2,jun,758,3,no,Yes,5
C8183,unknown,2,jun,466,2,no,No,3
C8184,unknown,2,jun,200,2,no,Yes,1
C8185,unknown,2,jun,966,3,no,No,3
C8186,unknown,2,jun,430,2,no,Yes,3
C8187,unknown,2,jun,747,2,yes,Yes,4
C8188,unknown,2,jun,147,1,no,Yes,1
C8189,unknown,2,jun,131,2,no,Yes,2
C819,unknown,7,may,416,2,no,No,5
C8190,unknown,2,jun,541,1,no,No,1
C8191,unknown,2,jun,281,4,no,No,5
C8192,unknown,2,jun,339,7,no,No,4
C8193,unknown,2,jun,158,1,no,Yes,1
C8194,unknown,2,jun,201,3,no,Yes,2
C8195,unknown,2,jun,56,3,no,No,5
C8196,unknown,2,jun,231,8,no,Yes,3
C8197,unknown,2,jun,91,3,no,Yes,3
C8198,unknown,2,jun,146,4,no,Yes,2
C8199,unknown,2,jun,187,9,no,No,4
C82,unknown,5,may,212,1,no,Yes,1
C820,unknown,7,may,174,1,no,Yes,2
C8200,unknown,2,jun,269,3,no,Yes,3
C8201,unknown,2,jun,87,3,no,Yes,3
C8202,unknown,2,jun,221,2,no,Yes,5
C8203,unknown,2,jun,347,2,no,Yes,3
C8204,unknown,2,jun,255,3,no,Yes,2
C8205,unknown,2,jun,71,4,no,Yes,4
C8206,unknown,2,jun,184,3,no,Yes,1
C8207,unknown,2,jun,276,2,no,Yes,1
C8208,unknown,2,jun,41,5,no,No,5
C8209,unknown,2,jun,145,2,no,No,4
C821,unknown,7,may,180,1,no,No,1
C8210,unknown,2,jun,424,2,no,Yes,5
C8211,unknown,2,jun,612,2,no,No,3
C8212,unknown,2,jun,282,7,no,Yes,2
C8213,unknown,2,jun,159,6,no,Yes,4
C8214,unknown,2,jun,671,5,yes,Yes,2
C8215,unknown,2,jun,76,2,no,Yes,5
C8216,unknown,2,jun,117,2,no,No,4
C8217,unknown,2,jun,60,9,no,Yes,4
C8218,unknown,2,jun,252,4,no,Yes,2
C8219,unknown,2,jun,555,5,yes,Yes,1
C822,unknown,7,may,139,1,no,Yes,1
C8220,unknown,2,jun,200,3,no,Yes,5
C8221,unknown,2,jun,350,1,no,Yes,5
C8222,unknown,2,jun,157,3,no,No,4
C8223,unknown,2,jun,87,4,no,Yes,1
C8224,unknown,2,jun,312,2,no,No,3
C8225,unknown,2,jun,222,2,no,Yes,2
C8226,unknown,2,jun,218,2,no,Yes,5
C8227,unknown,2,jun,548,8,no,Yes,2
C8228,unknown,2,jun,176,4,no,Yes,2
C8229,unknown,2,jun,335,2,no,Yes,4
C823,unknown,7,may,294,1,no,No,1
C8230,unknown,2,jun,142,2,no,No,1
C8231,unknown,2,jun,267,1,no,No,1
C8232,unknown,2,jun,86,1,no,Yes,3
C8233,unknown,2,jun,129,4,no,Yes,3
C8234,unknown,2,jun,322,5,no,Yes,1
C8235,unknown,2,jun,111,3,no,No,4
C8236,unknown,2,jun,136,1,no,Yes,1
C8237,unknown,2,jun,108,1,no,No,4
C8238,unknown,2,jun,71,1,no,Yes,5
C8239,unknown,2,jun,29,32,no,No,1
C824,unknown,7,may,102,1,no,No,2
C8240,unknown,2,jun,150,5,no,Yes,3
C8241,unknown,2,jun,252,5,no,Yes,3
C8242,unknown,2,jun,518,1,no,Yes,1
C8243,unknown,2,jun,42,1,no,Yes,1
C8244,unknown,2,jun,140,3,no,Yes,1
C8245,unknown,2,jun,144,2,no,Yes,4
C8246,unknown,2,jun,303,2,no,No,2
C8247,unknown,2,jun,171,1,no,Yes,1
C8248,unknown,2,jun,132,5,no,Yes,5
C8249,unknown,2,jun,288,1,no,Yes,3
C825,unknown,7,may,124,1,no,No,4
C8250,unknown,2,jun,73,3,no,No,4
C8251,unknown,2,jun,230,4,no,Yes,1
C8252,unknown,2,jun,82,1,no,Yes,5
C8253,unknown,2,jun,626,1,no,Yes,4
C8254,unknown,2,jun,345,3,no,Yes,3
C8255,unknown,2,jun,75,5,no,Yes,2
C8256,unknown,2,jun,214,2,no,Yes,2
C8257,unknown,2,jun,479,3,no,No,1
C8258,unknown,2,jun,156,5,no,No,2
C8259,unknown,2,jun,80,3,no,No,2
C826,unknown,7,may,128,1,no,No,5
C8260,unknown,2,jun,204,5,no,Yes,5
C8261,unknown,2,jun,360,3,no,No,5
C8262,unknown,2,jun,126,1,no,No,2
C8263,unknown,2,jun,267,10,no,No,1
C8264,unknown,2,jun,290,1,no,Yes,2
C8265,unknown,2,jun,136,4,no,No,5
C8266,unknown,2,jun,56,8,no,No,1
C8267,unknown,2,jun,32,2,no,Yes,5
C8268,unknown,2,jun,777,4,yes,Yes,5
C8269,unknown,2,jun,826,4,no,Yes,4
C827,unknown,7,may,130,1,no,Yes,3
C8270,unknown,2,jun,91,1,no,Yes,2
C8271,unknown,2,jun,198,1,no,No,2
C8272,unknown,2,jun,164,2,no,Yes,2
C8273,unknown,2,jun,98,4,no,Yes,3
C8274,unknown,2,jun,53,1,no,Yes,1
C8275,unknown,2,jun,349,4,no,Yes,3
C8276,unknown,2,jun,178,1,no,No,1
C8277,unknown,2,jun,532,2,no,Yes,2
C8278,unknown,2,jun,120,2,no,Yes,5
C8279,unknown,2,jun,164,4,no,Yes,1
C828,unknown,7,may,143,1,no,No,3
C8280,unknown,2,jun,375,1,no,Yes,1
C8281,unknown,2,jun,20,21,no,Yes,2
C8282,unknown,2,jun,392,3,no,Yes,3
C8283,unknown,2,jun,213,2,no,Yes,4
C8284,unknown,2,jun,18,1,no,Yes,5
C8285,unknown,2,jun,393,3,no,Yes,4
C8286,unknown,2,jun,746,2,no,Yes,5
C8287,unknown,2,jun,351,6,no,Yes,1
C8288,unknown,2,jun,142,3,no,Yes,4
C8289,unknown,2,jun,316,1,no,Yes,3
C829,unknown,7,may,74,1,no,No,3
C8290,unknown,2,jun,229,8,no,Yes,3
C8291,unknown,2,jun,261,8,no,No,4
C8292,unknown,2,jun,289,2,no,Yes,1
C8293,unknown,2,jun,74,3,no,Yes,2
C8294,unknown,2,jun,227,15,no,Yes,5
C8295,unknown,2,jun,115,2,no,Yes,3
C8296,unknown,2,jun,178,2,no,No,5
C8297,unknown,2,jun,154,2,no,Yes,1
C8298,unknown,2,jun,100,4,no,Yes,4
C8299,unknown,2,jun,61,7,no,Yes,2
C83,unknown,5,may,20,1,no,Yes,4
C830,unknown,7,may,105,2,no,No,5
C8300,unknown,2,jun,754,2,no,Yes,1
C8301,unknown,2,jun,55,25,no,Yes,4
C8302,unknown,2,jun,130,2,no,Yes,3
C8303,unknown,2,jun,509,2,no,No,1
C8304,unknown,2,jun,181,16,no,No,1
C8305,unknown,2,jun,239,4,no,Yes,3
C8306,unknown,2,jun,468,8,no,Yes,3
C8307,unknown,2,jun,358,3,no,No,5
C8308,unknown,2,jun,442,11,no,Yes,3
C8309,unknown,2,jun,1576,3,no,Yes,3
C831,unknown,7,may,477,2,no,Yes,5
C8310,unknown,2,jun,83,6,no,Yes,3
C8311,unknown,2,jun,134,3,no,No,3
C8312,unknown,2,jun,28,8,no,Yes,4
C8313,unknown,2,jun,92,5,no,Yes,4
C8314,unknown,2,jun,73,5,no,No,5
C8315,unknown,2,jun,217,4,no,Yes,4
C8316,unknown,2,jun,134,8,no,Yes,4
C8317,unknown,2,jun,111,4,no,Yes,2
C8318,unknown,2,jun,222,2,no,Yes,5
C8319,unknown,2,jun,75,4,no,Yes,5
C832,unknown,7,may,158,1,no,No,2
C8320,unknown,2,jun,179,7,no,Yes,3
C8321,unknown,2,jun,110,3,no,Yes,1
C8322,unknown,2,jun,58,4,no,No,3
C8323,unknown,2,jun,548,2,no,Yes,4
C8324,unknown,2,jun,16,13,no,No,3
C8325,unknown,2,jun,213,3,no,No,2
C8326,unknown,2,jun,402,9,no,No,1
C8327,unknown,2,jun,312,3,no,Yes,4
C8328,unknown,2,jun,280,2,no,No,4
C8329,unknown,2,jun,689,3,no,No,1
C833,unknown,7,may,250,1,no,Yes,2
C8330,unknown,2,jun,253,7,no,Yes,2
C8331,unknown,2,jun,184,5,no,No,1
C8332,unknown,2,jun,43,15,no,Yes,1
C8333,unknown,2,jun,310,3,no,No,3
C8334,unknown,2,jun,90,4,no,Yes,5
C8335,unknown,2,jun,194,4,no,Yes,4
C8336,unknown,2,jun,984,4,no,No,1
C8337,unknown,2,jun,85,4,no,No,4
C8338,unknown,2,jun,153,9,no,Yes,1
C8339,unknown,2,jun,59,4,no,Yes,5
C834,unknown,7,may,168,1,no,Yes,1
C8340,unknown,2,jun,20,8,no,Yes,2
C8341,unknown,2,jun,605,6,yes,Yes,5
C8342,unknown,2,jun,180,3,no,Yes,5
C8343,unknown,2,jun,94,16,no,Yes,5
C8344,unknown,2,jun,232,3,no,Yes,3
C8345,unknown,2,jun,707,14,yes,No,4
C8346,unknown,2,jun,432,4,yes,No,3
C8347,unknown,3,jun,152,6,no,Yes,4
C8348,unknown,3,jun,104,7,no,No,4
C8349,unknown,3,jun,154,5,no,Yes,2
C835,unknown,7,may,520,1,no,No,2
C8350,unknown,3,jun,70,10,no,Yes,5
C8351,unknown,3,jun,48,2,no,No,1
C8352,unknown,3,jun,182,5,no,No,1
C8353,unknown,3,jun,150,3,no,Yes,1
C8354,unknown,3,jun,209,2,no,Yes,4
C8355,unknown,3,jun,86,5,no,Yes,3
C8356,unknown,3,jun,67,10,no,Yes,3
C8357,unknown,3,jun,197,5,no,No,1
C8358,unknown,3,jun,87,1,no,Yes,4
C8359,unknown,3,jun,75,4,no,Yes,4
C836,unknown,7,may,171,1,no,No,5
C8360,unknown,3,jun,450,3,no,Yes,3
C8361,unknown,3,jun,216,1,no,No,2
C8362,unknown,3,jun,174,1,no,No,5
C8363,unknown,3,jun,180,1,no,No,4
C8364,unknown,3,jun,20,8,no,Yes,3
C8365,unknown,3,jun,179,1,no,Yes,1
C8366,unknown,3,jun,73,1,no,Yes,2
C8367,unknown,3,jun,55,1,no,Yes,4
C8368,unknown,3,jun,222,1,no,No,2
C8369,unknown,3,jun,267,1,no,No,1
C837,unknown,7,may,113,1,no,Yes,5
C8370,unknown,3,jun,69,2,no,No,2
C8371,unknown,3,jun,186,1,no,Yes,3
C8372,unknown,3,jun,63,1,no,Yes,1
C8373,unknown,3,jun,166,1,no,Yes,4
C8374,unknown,3,jun,332,3,no,No,4
C8375,unknown,3,jun,542,1,no,No,2
C8376,unknown,3,jun,301,1,no,Yes,5
C8377,unknown,3,jun,207,1,no,Yes,2
C8378,unknown,3,jun,115,3,no,Yes,2
C8379,unknown,3,jun,159,1,no,No,1
C838,unknown,7,may,254,1,no,Yes,5
C8380,unknown,3,jun,117,1,no,No,5
C8381,unknown,3,jun,159,4,no,Yes,2
C8382,unknown,3,jun,238,2,no,Yes,1
C8383,unknown,3,jun,161,1,no,Yes,2
C8384,unknown,3,jun,1173,3,yes,Yes,2
C8385,unknown,3,jun,206,1,no,Yes,4
C8386,unknown,3,jun,438,1,no,Yes,5
C8387,unknown,3,jun,250,1,no,Yes,3
C8388,unknown,3,jun,46,1,no,No,4
C8389,unknown,3,jun,147,2,no,Yes,4
C839,unknown,7,may,149,1,no,No,2
C8390,unknown,3,jun,275,1,no,Yes,2
C8391,unknown,3,jun,26,7,no,Yes,5
C8392,unknown,3,jun,202,1,no,Yes,1
C8393,unknown,3,jun,963,2,yes,Yes,1
C8394,unknown,3,jun,50,4,no,Yes,4
C8395,unknown,3,jun,236,2,no,Yes,5
C8396,unknown,3,jun,272,1,no,Yes,3
C8397,unknown,3,jun,112,1,no,Yes,1
C8398,unknown,3,jun,384,5,no,Yes,4
C8399,unknown,3,jun,361,1,no,Yes,4
C84,unknown,5,may,1042,1,yes,Yes,4
C840,unknown,7,may,133,2,no,Yes,3
C8400,unknown,3,jun,49,1,no,Yes,2
C8401,unknown,3,jun,953,1,no,No,5
C8402,unknown,3,jun,148,2,no,Yes,3
C8403,unknown,3,jun,233,1,no,No,5
C8404,unknown,3,jun,409,1,no,No,1
C8405,unknown,3,jun,194,1,no,Yes,4
C8406,unknown,3,jun,538,2,no,Yes,3
C8407,unknown,3,jun,103,1,no,No,5
C8408,unknown,3,jun,579,1,no,No,1
C8409,unknown,3,jun,183,4,no,No,4
C841,unknown,7,may,293,3,no,No,5
C8410,unknown,3,jun,117,1,no,Yes,3
C8411,unknown,3,jun,210,1,no,No,5
C8412,unknown,3,jun,175,1,no,Yes,1
C8413,unknown,3,jun,186,1,no,Yes,4
C8414,unknown,3,jun,23,1,no,Yes,2
C8415,unknown,3,jun,268,1,no,Yes,2
C8416,unknown,3,jun,68,1,no,No,5
C8417,unknown,3,jun,157,1,no,Yes,5
C8418,unknown,3,jun,132,1,no,Yes,1
C8419,unknown,3,jun,43,1,no,No,2
C842,unknown,7,may,485,1,no,No,3
C8420,unknown,3,jun,363,1,no,Yes,4
C8421,unknown,3,jun,517,1,no,No,2
C8422,unknown,3,jun,315,1,no,Yes,5
C8423,unknown,3,jun,143,1,no,Yes,2
C8424,unknown,3,jun,73,1,no,No,4
C8425,unknown,3,jun,45,1,no,No,2
C8426,unknown,3,jun,447,1,no,Yes,5
C8427,unknown,3,jun,342,3,no,Yes,3
C8428,unknown,3,jun,119,2,no,Yes,3
C8429,unknown,3,jun,150,1,no,No,3
C843,unknown,7,may,374,1,no,No,5
C8430,unknown,3,jun,110,1,no,Yes,5
C8431,unknown,3,jun,166,1,no,Yes,3
C8432,unknown,3,jun,65,13,no,No,3
C8433,unknown,3,jun,404,13,no,Yes,5
C8434,unknown,3,jun,280,1,no,Yes,4
C8435,unknown,3,jun,157,1,no,No,4
C8436,unknown,3,jun,170,3,no,No,2
C8437,unknown,3,jun,80,1,no,Yes,2
C8438,unknown,3,jun,34,1,no,No,4
C8439,unknown,3,jun,258,1,no,No,4
C844,unknown,7,may,425,6,no,No,4
C8440,unknown,3,jun,291,1,no,Yes,5
C8441,unknown,3,jun,126,4,no,Yes,2
C8442,unknown,3,jun,88,2,no,Yes,5
C8443,unknown,3,jun,941,3,yes,Yes,4
C8444,unknown,3,jun,349,2,no,Yes,5
C8445,unknown,3,jun,170,1,no,Yes,1
C8446,unknown,3,jun,102,1,no,No,2
C8447,unknown,3,jun,131,1,no,Yes,1
C8448,unknown,3,jun,384,1,no,No,5
C8449,unknown,3,jun,440,1,no,Yes,3
C845,unknown,7,may,207,1,no,Yes,1
C8450,unknown,3,jun,143,1,no,Yes,5
C8451,unknown,3,jun,284,1,no,Yes,4
C8452,unknown,3,jun,290,1,no,Yes,4
C8453,unknown,3,jun,161,3,no,Yes,4
C8454,unknown,3,jun,247,13,no,Yes,5
C8455,unknown,3,jun,123,4,no,No,5
C8456,unknown,3,jun,771,1,no,No,3
C8457,unknown,3,jun,103,2,no,Yes,1
C8458,unknown,3,jun,132,5,no,Yes,1
C8459,unknown,3,jun,235,1,no,No,2
C846,unknown,7,may,83,3,no,No,4
C8460,unknown,3,jun,1025,7,yes,Yes,3
C8461,unknown,3,jun,45,2,no,Yes,2
C8462,unknown,3,jun,21,3,no,Yes,2
C8463,unknown,3,jun,243,3,no,Yes,2
C8464,unknown,3,jun,131,5,no,No,3
C8465,unknown,3,jun,316,1,no,No,2
C8466,unknown,3,jun,192,2,no,Yes,4
C8467,unknown,3,jun,145,1,no,Yes,5
C8468,unknown,3,jun,288,2,no,Yes,3
C8469,unknown,3,jun,23,1,no,No,5
C847,unknown,7,may,228,1,no,Yes,4
C8470,unknown,3,jun,569,2,no,Yes,1
